NF;Produto;Categoria;Valor;Quantidade;Total bruto;Forma de pagamento;Data da venda;Comissão;Data Vencimento;Vendedor Novo
2346;Vestido;Seção Masculina;26,1;57;1487,7;Boleto - à prazo;25/05/2022;0,15;03/06/2022;1
2347;Vestido;Seção Masculina;26,55;95;2522,25;Boleto - à prazo;26/05/2022;0,1;10/07/2022;0
2348;Vestido;Seção Feminina;26,55;81;2150,55;À vista - cartão;26/05/2022;0,15;01/07/2022;1
2349;Sapato;Seção Feminina;21,2;5;106;À vista - cartão;26/05/2022;0,1;15/06/2022;1
2350;Calça;Seção Feminina;26,1;28;730,8;Boleto - à prazo;27/05/2022;0,1;21/06/2022;0
2351;Casaco;Seção Masculina;21;2;42;À prazo - Cartão;27/05/2022;0,1;22/07/2022;1
2352;Vestido;Seção Feminina;38,93;71;2764,03;À prazo - Cartão;27/05/2022;0,1;24/06/2022;1
2353;Vestido;Seção Feminina;44,21;51;2254,71;À vista - cartão;27/05/2022;0,1;06/07/2022;1
2354;Vestido;Seção Feminina;38,93;49;1907,57;Dinheiro - À vista;28/05/2022;0,15;28/05/2022;1
2355;Vestido;Seção Feminina;26,1;70;1827;À prazo - Cartão;28/05/2022;0,15;16/07/2022;1
2356;Vestido;Seção Masculina;26,1;3;78,3;Boleto - à prazo;30/05/2022;0,15;21/07/2022;1
2357;Vestido;Seção Feminina;21;17;357;À vista - boleto;30/05/2022;0,15;08/07/2022;0
2358;Sapato;Seção Masculina;26,55;87;2309,85;À vista - cartão;30/05/2022;0,15;14/07/2022;0
2359;Vestido;Seção Feminina;21,2;51;1081,2;À vista - boleto;31/05/2022;0,1;13/06/2022;0
2360;Vestido;Seção Masculina;26,55;61;1619,55;À prazo - Cartão;31/05/2022;0,1;02/07/2022;0
2361;Tênis;Seção Masculina;26,1;94;2453,4;Boleto - à prazo;31/05/2022;0,1;26/06/2022;0
2362;Sapato;Seção Feminina;26,55;8;212,4;Boleto - à prazo;01/06/2022;0,1;21/07/2022;1
2363;Sapato;Seção Feminina;26,55;43;1141,65;À vista - cartão;01/06/2022;0,15;12/06/2022;0
2364;Casaco;Seção Feminina;44,21;41;1812,61;À vista - boleto;02/06/2022;0,15;01/08/2022;0
2365;Vestido;Seção Masculina;21,34;37;789,58;À prazo - Cartão;02/06/2022;0,1;04/06/2022;0
2366;Casaco;Seção Masculina;35,18;74;2603,32;Boleto - à prazo;02/06/2022;0,15;01/08/2022;1
2367;Sapato;Seção Feminina;35,18;82;2884,76;À vista - Dinheiro;03/06/2022;0,15;03/06/2022;1
2368;Sapato;Seção Feminina;44,21;49;2166,29;À prazo - Cartão;04/06/2022;0,05;20/06/2022;0
2369;Casaco;Seção Masculina;21,2;71;1505,2;À vista - cartão;04/06/2022;0,15;27/07/2022;1
2370;Vestido;Seção Feminina;38,93;46;1790,78;À vista - cartão;06/06/2022;0,1;19/06/2022;0
2371;Vestido;Seção Feminina;26,55;58;1539,9;Boleto - à prazo;06/06/2022;0,15;19/06/2022;0
2372;Vestido;Seção Feminina;21,34;91;1941,94;Boleto - à prazo;07/06/2022;0,15;07/07/2022;0
2373;Calça;Seção Feminina;26,55;2;53,1;À vista - boleto;07/06/2022;0,1;26/07/2022;0
2374;Casaco;Seção Masculina;21,34;56;1195,04;À vista - cartão;08/06/2022;0,15;11/07/2022;1
2375;Sapato;Seção Feminina;21,34;39;832,26;Dinheiro - À vista;08/06/2022;0,1;08/06/2022;0
2376;Sapato;Seção Masculina;21,2;22;466,4;À vista - boleto;09/06/2022;0,1;10/06/2022;0
2377;Sapato;Seção Feminina;21,2;85;1802;À vista - cartão;09/06/2022;0,1;07/07/2022;1
2378;Vestido;Seção Masculina;26,55;59;1566,45;À vista - cartão;09/06/2022;0,1;26/06/2022;0
2379;Sapato;Seção Masculina;44,21;94;4155,74;Boleto - à prazo;09/06/2022;0,1;11/07/2022;1
2380;Sapato;Seção Feminina;21,2;93;1971,6;À prazo - Cartão;09/06/2022;0,1;29/07/2022;0
2381;Tênis;Seção Masculina;26,55;35;929,25;À vista - boleto;09/06/2022;0,1;04/07/2022;1
2382;Casaco;Seção Masculina;21,2;27;572,4;À vista - Dinheiro;09/06/2022;0,1;09/06/2022;0
2383;Tênis;Seção Feminina;21;22;462;À prazo - Cartão;09/06/2022;0,1;29/06/2022;0
2384;Vestido;Seção Masculina;26,55;72;1911,6;À vista - boleto;10/06/2022;0,15;16/06/2022;0
2385;Sapato;Seção Masculina;38,93;99;3854,07;Boleto - à prazo;10/06/2022;0,1;22/07/2022;1
2386;Vestido;Seção Feminina;21,2;92;1950,4;Boleto - à prazo;10/06/2022;0,15;16/06/2022;0
2387;Vestido;Seção Feminina;21,2;26;551,2;À vista - boleto;10/06/2022;0,15;06/07/2022;1
2388;Tênis;Seção Feminina;26,55;76;2017,8;Boleto - à prazo;10/06/2022;0,15;05/07/2022;0
2389;Vestido;Seção Feminina;21,34;39;832,26;Boleto - à prazo;11/06/2022;0,1;05/07/2022;1
2390;Sapato;Seção Masculina;38,93;24;934,32;Boleto - à prazo;11/06/2022;0,15;27/06/2022;1
2391;Vestido;Seção Masculina;21,34;100;2134;Boleto - à prazo;12/06/2022;0,1;10/07/2022;0
2392;Calça;Seção Feminina;44,21;89;3934,69;Boleto - à prazo;12/06/2022;0,15;21/06/2022;0
2393;Sapato;Seção Feminina;26,55;3;79,65;À vista - cartão;13/06/2022;0,05;20/06/2022;1
2394;Calça;Seção Feminina;26,55;16;424,8;À prazo - Cartão;14/06/2022;0,15;27/06/2022;0
2395;Vestido;Seção Masculina;21,34;96;2048,64;À vista - cartão;16/06/2022;0,05;12/08/2022;1
2396;Casaco;Seção Masculina;26,55;94;2495,7;À vista - Dinheiro;17/06/2022;0,1;17/06/2022;1
2397;Sapato;Seção Masculina;21,34;14;298,76;Boleto - à prazo;17/06/2022;0,15;27/06/2022;1
2398;Vestido;Seção Feminina;44,21;44;1945,24;Boleto - à prazo;17/06/2022;0,05;28/07/2022;0
2399;Tênis;Seção Feminina;26,55;36;955,8;À vista - Dinheiro;18/06/2022;0,1;18/06/2022;0
2400;Sapato;Seção Masculina;38,93;43;1673,99;Boleto - à prazo;18/06/2022;0,1;02/08/2022;0
2401;Sapato;Seção Feminina;21,34;45;960,3;À vista - cartão;18/06/2022;0,1;24/07/2022;0
2402;Calça;Seção Feminina;21;85;1785;À vista - cartão;19/06/2022;0,15;17/07/2022;0
2403;Vestido;Seção Feminina;21,34;31;661,54;Boleto - à prazo;20/06/2022;0,05;01/08/2022;0
2404;Vestido;Seção Feminina;44,21;33;1458,93;À vista - boleto;20/06/2022;0,15;23/06/2022;1
2405;Vestido;Seção Feminina;26,55;83;2203,65;À prazo - Cartão;20/06/2022;0,1;01/07/2022;1
2406;Vestido;Seção Masculina;21,34;21;448,14;À vista - boleto;21/06/2022;0,1;12/07/2022;1
2407;Vestido;Seção Feminina;21;56;1176;Boleto - à prazo;22/06/2022;0,15;28/06/2022;0
2408;Sapato;Seção Masculina;26,1;26;678,6;Boleto - à prazo;22/06/2022;0,1;06/07/2022;1
2409;Calça;Seção Masculina;21;95;1995;À vista - boleto;23/06/2022;0,1;25/07/2022;0
2410;Vestido;Seção Feminina;26,55;37;982,35;À vista - boleto;24/06/2022;0,1;05/08/2022;0
2411;Sapato;Seção Feminina;44,21;26;1149,46;À prazo - Cartão;24/06/2022;0,1;14/07/2022;0
2412;Calça;Seção Masculina;38,93;4;155,72;Dinheiro - À vista;24/06/2022;0,15;24/06/2022;0
2413;Casaco;Seção Feminina;26,1;9;234,9;À vista - Dinheiro;25/06/2022;0,15;25/06/2022;1
2414;Casaco;Seção Masculina;44,21;28;1237,88;À vista - Dinheiro;25/06/2022;0,1;25/06/2022;1
2415;Sapato;Seção Masculina;38,93;21;817,53;À vista - cartão;25/06/2022;0,1;22/08/2022;1
2416;Sapato;Seção Masculina;26,55;50;1327,5;À vista - boleto;26/06/2022;0,1;15/08/2022;1
2417;Tênis;Seção Masculina;26,55;12;318,6;À vista - boleto;26/06/2022;0,15;02/08/2022;1
2418;Vestido;Seção Masculina;21,2;87;1844,4;À prazo - Cartão;26/06/2022;0,1;14/08/2022;0
2419;Tênis;Seção Masculina;38,93;48;1868,64;Dinheiro - À vista;28/06/2022;0,1;28/06/2022;1
2420;Sapato;Seção Feminina;21,34;77;1643,18;Boleto - à prazo;28/06/2022;0,1;26/08/2022;1
2421;Vestido;Seção Feminina;44,21;13;574,73;À prazo - Cartão;28/06/2022;0,1;12/08/2022;0
2422;Sapato;Seção Feminina;21,34;95;2027,3;Boleto - à prazo;29/06/2022;0,1;22/08/2022;0
2423;Calça;Seção Masculina;38,93;48;1868,64;À vista - boleto;29/06/2022;0,15;16/08/2022;1
2424;Casaco;Seção Masculina;26,55;91;2416,05;À vista - cartão;29/06/2022;0,1;17/07/2022;0
2425;Sapato;Seção Feminina;44,21;84;3713,64;Boleto - à prazo;01/07/2022;0,15;02/07/2022;0
2426;Calça;Seção Masculina;26,1;19;495,9;Boleto - à prazo;01/07/2022;0,1;20/08/2022;1
2427;Tênis;Seção Feminina;21,34;47;1002,98;À vista - boleto;01/07/2022;0,1;12/07/2022;1
2428;Sapato;Seção Masculina;44,21;93;4111,53;Dinheiro - À vista;02/07/2022;0,05;02/07/2022;0
2429;Sapato;Seção Masculina;38,93;82;3192,26;Boleto - à prazo;02/07/2022;0,1;31/08/2022;0
2430;Sapato;Seção Feminina;44,21;21;928,41;À prazo - Cartão;02/07/2022;0,15;20/08/2022;1
2431;Calça;Seção Masculina;26,55;14;371,7;À vista - cartão;03/07/2022;0,1;16/08/2022;0
2432;Calça;Seção Feminina;38,93;26;1012,18;À prazo - Cartão;04/07/2022;0,15;21/08/2022;1
2433;Casaco;Seção Masculina;26,55;77;2044,35;À vista - cartão;05/07/2022;0,1;22/08/2022;1
2434;Casaco;Seção Feminina;21,34;83;1771,22;Boleto - à prazo;05/07/2022;0,1;24/08/2022;0
2435;Calça;Seção Masculina;21;20;420;À prazo - Cartão;05/07/2022;0,1;06/07/2022;1
2436;Sapato;Seção Masculina;44,21;64;2829,44;À vista - boleto;05/07/2022;0,1;11/07/2022;0
2437;Casaco;Seção Feminina;21,34;96;2048,64;Boleto - à prazo;06/07/2022;0,15;20/08/2022;1
2438;Vestido;Seção Masculina;21,2;93;1971,6;Boleto - à prazo;06/07/2022;0,1;17/07/2022;0
2439;Sapato;Seção Masculina;35,18;90;3166,2;À vista - cartão;07/07/2022;0,1;25/08/2022;1
2440;Sapato;Seção Feminina;26,55;45;1194,75;À prazo - Cartão;07/07/2022;0,05;05/09/2022;0
2441;Casaco;Seção Masculina;44,21;79;3492,59;Boleto - à prazo;07/07/2022;0,15;12/08/2022;1
2442;Calça;Seção Masculina;38,93;7;272,51;À vista - boleto;07/07/2022;0,1;27/07/2022;1
2443;Calça;Seção Masculina;21,34;38;810,92;À vista - boleto;08/07/2022;0,15;26/07/2022;0
2444;Sapato;Seção Feminina;21;76;1596;À vista - Dinheiro;08/07/2022;0,1;08/07/2022;1
2445;Sapato;Seção Feminina;44,21;47;2077,87;Boleto - à prazo;08/07/2022;0,1;05/09/2022;0
2446;Vestido;Seção Feminina;21,34;21;448,14;Dinheiro - À vista;09/07/2022;0,1;09/07/2022;0
2447;Casaco;Seção Masculina;38,93;68;2647,24;À vista - boleto;09/07/2022;0,15;14/07/2022;1
2448;Vestido;Seção Feminina;38,93;14;545,02;Boleto - à prazo;09/07/2022;0,15;27/07/2022;0
2449;Casaco;Seção Masculina;21,2;50;1060;Boleto - à prazo;09/07/2022;0,05;18/08/2022;0
2450;Tênis;Seção Feminina;38,93;86;3347,98;À prazo - Cartão;10/07/2022;0,1;01/09/2022;0
2451;Vestido;Seção Masculina;26,55;82;2177,1;Boleto - à prazo;10/07/2022;0,15;22/08/2022;1
2452;Sapato;Seção Feminina;44,21;33;1458,93;Boleto - à prazo;11/07/2022;0,1;31/08/2022;1
2453;Vestido;Seção Masculina;26,1;29;756,9;Boleto - à prazo;12/07/2022;0,1;28/08/2022;0
2454;Casaco;Seção Feminina;26,1;5;130,5;À prazo - Cartão;12/07/2022;0,1;22/08/2022;0
2455;Tênis;Seção Feminina;26,1;41;1070,1;Boleto - à prazo;12/07/2022;0,15;29/07/2022;1
2456;Sapato;Seção Masculina;26,1;75;1957,5;Dinheiro - À vista;13/07/2022;0,15;13/07/2022;1
2457;Casaco;Seção Masculina;38,93;69;2686,17;À vista - boleto;15/07/2022;0,1;13/08/2022;0
2458;Vestido;Seção Masculina;21,2;56;1187,2;Boleto - à prazo;15/07/2022;0,1;05/08/2022;0
2459;Sapato;Seção Feminina;35,18;68;2392,24;À prazo - Cartão;15/07/2022;0,1;02/08/2022;1
2460;Sapato;Seção Feminina;21,2;28;593,6;Dinheiro - À vista;15/07/2022;0,1;15/07/2022;1
2461;Vestido;Seção Masculina;21;81;1701;Boleto - à prazo;15/07/2022;0,15;30/08/2022;1
2462;Vestido;Seção Feminina;26,55;44;1168,2;Boleto - à prazo;15/07/2022;0,15;29/07/2022;0
2463;Casaco;Seção Feminina;26,55;28;743,4;À prazo - Cartão;17/07/2022;0,1;21/08/2022;1
2464;Casaco;Seção Feminina;21;47;987;Boleto - à prazo;17/07/2022;0,1;27/07/2022;1
2465;Vestido;Seção Masculina;21,2;29;614,8;À prazo - Cartão;18/07/2022;0,1;23/08/2022;0
2466;Tênis;Seção Feminina;21,2;80;1696;À prazo - Cartão;18/07/2022;0,15;19/08/2022;1
2467;Sapato;Seção Feminina;38,93;42;1635,06;Boleto - à prazo;18/07/2022;0,1;16/09/2022;0
2468;Casaco;Seção Masculina;26,55;60;1593;À vista - boleto;18/07/2022;0,1;25/07/2022;0
2469;Sapato;Seção Masculina;38,93;59;2296,87;Boleto - à prazo;18/07/2022;0,05;31/07/2022;1
2470;Vestido;Seção Masculina;26,55;54;1433,7;À prazo - Cartão;19/07/2022;0,1;28/08/2022;1
2471;Casaco;Seção Masculina;21,34;39;832,26;Boleto - à prazo;19/07/2022;0,1;25/07/2022;1
2472;Casaco;Seção Masculina;21;5;105;Dinheiro - À vista;20/07/2022;0,1;20/07/2022;1
2473;Casaco;Seção Feminina;21;19;399;Boleto - à prazo;20/07/2022;0,15;31/08/2022;0
2474;Casaco;Seção Feminina;21,34;90;1920,6;À vista - boleto;20/07/2022;0,1;15/09/2022;0
2475;Sapato;Seção Feminina;44,21;36;1591,56;Boleto - à prazo;20/07/2022;0,15;18/09/2022;1
2476;Vestido;Seção Masculina;26,55;79;2097,45;Boleto - à prazo;20/07/2022;0,1;12/08/2022;1
2477;Calça;Seção Masculina;44,21;82;3625,22;Boleto - à prazo;21/07/2022;0,05;17/09/2022;0
2478;Sapato;Seção Feminina;44,21;2;88,42;À prazo - Cartão;21/07/2022;0,15;01/09/2022;0
2479;Sapato;Seção Masculina;44,21;70;3094,7;Boleto - à prazo;22/07/2022;0,05;05/08/2022;0
2480;Tênis;Seção Feminina;26,55;51;1354,05;À vista - boleto;22/07/2022;0,15;10/08/2022;1
2481;Casaco;Seção Feminina;26,55;99;2628,45;Boleto - à prazo;22/07/2022;0,1;13/09/2022;1
2482;Sapato;Seção Masculina;21;16;336;Dinheiro - À vista;22/07/2022;0,1;22/07/2022;1
2483;Sapato;Seção Feminina;26,1;57;1487,7;À prazo - Cartão;23/07/2022;0,1;03/09/2022;1
2484;Vestido;Seção Feminina;26,55;41;1088,55;À prazo - Cartão;24/07/2022;0,1;01/09/2022;0
2485;Calça;Seção Feminina;21,34;47;1002,98;À prazo - Cartão;24/07/2022;0,15;15/08/2022;0
2486;Sapato;Seção Masculina;21,2;32;678,4;À prazo - Cartão;24/07/2022;0,15;18/08/2022;0
2487;Vestido;Seção Feminina;21,2;9;190,8;Boleto - à prazo;25/07/2022;0,1;05/09/2022;1
2488;Calça;Seção Feminina;26,55;3;79,65;Boleto - à prazo;25/07/2022;0,1;08/09/2022;0
2489;Casaco;Seção Masculina;38,93;9;350,37;Boleto - à prazo;25/07/2022;0,15;15/08/2022;1
2490;Sapato;Seção Feminina;44,21;92;4067,32;À vista - Dinheiro;25/07/2022;0,15;25/07/2022;1
2491;Tênis;Seção Masculina;26,55;9;238,95;À vista - cartão;25/07/2022;0,1;05/09/2022;0
2492;Vestido;Seção Feminina;26,1;84;2192,4;À prazo - Cartão;25/07/2022;0,1;06/08/2022;0
2493;Vestido;Seção Feminina;21,34;97;2069,98;À prazo - Cartão;25/07/2022;0,1;21/09/2022;1
2494;Vestido;Seção Feminina;26,55;13;345,15;À vista - cartão;27/07/2022;0,1;27/08/2022;1
2495;Casaco;Seção Masculina;44,21;38;1679,98;À vista - cartão;27/07/2022;0,15;29/08/2022;0
2496;Vestido;Seção Feminina;38,93;75;2919,75;À prazo - Cartão;27/07/2022;0,1;14/08/2022;1
2497;Tênis;Seção Feminina;35,18;78;2744,04;À prazo - Cartão;27/07/2022;0,1;23/09/2022;0
2498;Casaco;Seção Feminina;26,55;15;398,25;À prazo - Cartão;27/07/2022;0,1;09/08/2022;1
2499;Vestido;Seção Masculina;21,34;24;512,16;Boleto - à prazo;27/07/2022;0,15;27/08/2022;1
2500;Vestido;Seção Masculina;44,21;84;3713,64;Dinheiro - À vista;28/07/2022;0,1;28/07/2022;0
2501;Sapato;Seção Feminina;26,55;55;1460,25;À vista - boleto;28/07/2022;0,15;15/08/2022;1
2502;Vestido;Seção Masculina;21,2;97;2056,4;À vista - cartão;28/07/2022;0,1;05/08/2022;0
2503;Vestido;Seção Feminina;26,1;17;443,7;À prazo - Cartão;28/07/2022;0,15;04/09/2022;0
2504;Vestido;Seção Masculina;21,2;19;402,8;Boleto - à prazo;28/07/2022;0,1;25/09/2022;0
2505;Casaco;Seção Feminina;21,34;30;640,2;À vista - boleto;28/07/2022;0,1;18/08/2022;1
2506;Vestido;Seção Masculina;44,21;27;1193,67;Boleto - à prazo;28/07/2022;0,15;17/08/2022;1
2507;Calça;Seção Feminina;26,55;57;1513,35;À prazo - Cartão;29/07/2022;0,1;15/09/2022;1
2508;Vestido;Seção Feminina;21,34;20;426,8;Boleto - à prazo;29/07/2022;0,1;30/08/2022;0
2509;Calça;Seção Masculina;26,55;72;1911,6;À prazo - Cartão;29/07/2022;0,1;21/08/2022;1
2510;Sapato;Seção Masculina;21,34;2;42,68;À vista - boleto;30/07/2022;0,1;31/08/2022;0
2511;Vestido;Seção Feminina;38,93;84;3270,12;À prazo - Cartão;30/07/2022;0,05;03/08/2022;1
2512;Sapato;Seção Masculina;26,55;55;1460,25;Dinheiro - À vista;30/07/2022;0,1;30/07/2022;1
2513;Vestido;Seção Feminina;44,21;13;574,73;Boleto - à prazo;31/07/2022;0,1;06/09/2022;0
2514;Calça;Seção Feminina;44,21;100;4421;Boleto - à prazo;31/07/2022;0,1;08/09/2022;1
2515;Sapato;Seção Masculina;38,93;84;3270,12;À prazo - Cartão;01/08/2022;0,1;22/08/2022;1
2516;Calça;Seção Feminina;38,93;47;1829,71;Boleto - à prazo;01/08/2022;0,15;08/09/2022;0
2517;Casaco;Seção Masculina;44,21;32;1414,72;À prazo - Cartão;02/08/2022;0,1;28/09/2022;0
2518;Calça;Seção Feminina;26,55;9;238,95;Boleto - à prazo;02/08/2022;0,15;02/09/2022;1
2519;Sapato;Seção Masculina;26,55;71;1885,05;Boleto - à prazo;03/08/2022;0,15;29/09/2022;0
2520;Sapato;Seção Feminina;21,34;65;1387,1;À vista - boleto;04/08/2022;0,15;02/10/2022;0
2521;Sapato;Seção Feminina;44,21;37;1635,77;À vista - cartão;04/08/2022;0,1;20/09/2022;0
2522;Sapato;Seção Masculina;35,18;38;1336,84;À prazo - Cartão;05/08/2022;0,1;13/09/2022;1
2523;Sapato;Seção Masculina;21,34;13;277,42;Boleto - à prazo;06/08/2022;0,05;28/08/2022;1
2524;Calça;Seção Feminina;26,55;26;690,3;Boleto - à prazo;06/08/2022;0,15;27/08/2022;0
2525;Vestido;Seção Feminina;21,34;20;426,8;À prazo - Cartão;06/08/2022;0,1;26/09/2022;0
2526;Sapato;Seção Masculina;26,1;89;2322,9;À vista - boleto;06/08/2022;0,1;10/09/2022;0
2527;Vestido;Seção Feminina;26,55;47;1247,85;À vista - cartão;06/08/2022;0,05;29/08/2022;0
2528;Sapato;Seção Feminina;44,21;23;1016,83;Dinheiro - À vista;06/08/2022;0,15;06/08/2022;0
2529;Calça;Seção Masculina;44,21;67;2962,07;À vista - cartão;07/08/2022;0,1;12/08/2022;0
2530;Vestido;Seção Feminina;21,34;43;917,62;À prazo - Cartão;07/08/2022;0,05;27/09/2022;1
2531;Sapato;Seção Masculina;26,1;29;756,9;À vista - boleto;07/08/2022;0,15;05/09/2022;1
2532;Vestido;Seção Masculina;26,55;9;238,95;Boleto - à prazo;07/08/2022;0,1;11/09/2022;1
2533;Calça;Seção Feminina;21,2;19;402,8;Boleto - à prazo;07/08/2022;0,15;12/09/2022;1
2534;Casaco;Seção Feminina;38,93;67;2608,31;À vista - Dinheiro;07/08/2022;0,15;07/08/2022;1
2535;Sapato;Seção Feminina;21;50;1050;Boleto - à prazo;08/08/2022;0,1;23/08/2022;0
2536;Calça;Seção Masculina;44,21;54;2387,34;Boleto - à prazo;08/08/2022;0,15;28/08/2022;0
2537;Vestido;Seção Masculina;26,1;84;2192,4;Boleto - à prazo;09/08/2022;0,1;03/10/2022;1
2538;Tênis;Seção Masculina;21,34;75;1600,5;À vista - boleto;10/08/2022;0,1;07/10/2022;0
2539;Tênis;Seção Masculina;21,34;10;213,4;Boleto - à prazo;10/08/2022;0,15;27/09/2022;1
2540;Sapato;Seção Masculina;44,21;33;1458,93;À prazo - Cartão;11/08/2022;0,15;22/09/2022;0
2541;Tênis;Seção Feminina;26,55;42;1115,1;À prazo - Cartão;11/08/2022;0,05;04/09/2022;0
2542;Sapato;Seção Masculina;44,21;47;2077,87;Dinheiro - À vista;11/08/2022;0,15;11/08/2022;1
2543;Vestido;Seção Masculina;21,34;48;1024,32;Dinheiro - À vista;13/08/2022;0,1;13/08/2022;0
2544;Vestido;Seção Feminina;44,21;10;442,1;À vista - cartão;13/08/2022;0,1;22/09/2022;0
2545;Calça;Seção Masculina;21;25;525;À vista - Dinheiro;13/08/2022;0,15;13/08/2022;0
2546;Sapato;Seção Feminina;44,21;5;221,05;Dinheiro - À vista;14/08/2022;0,1;14/08/2022;1
2547;Vestido;Seção Masculina;26,55;31;823,05;À prazo - Cartão;14/08/2022;0,1;04/09/2022;0
2548;Sapato;Seção Feminina;44,21;39;1724,19;Boleto - à prazo;14/08/2022;0,05;14/09/2022;1
2549;Casaco;Seção Masculina;21,2;18;381,6;Boleto - à prazo;15/08/2022;0,1;02/10/2022;0
2550;Calça;Seção Feminina;21,34;19;405,46;Boleto - à prazo;15/08/2022;0,1;21/08/2022;1
2551;Calça;Seção Masculina;26,55;86;2283,3;À vista - cartão;15/08/2022;0,15;24/09/2022;1
2552;Tênis;Seção Feminina;21,34;25;533,5;Boleto - à prazo;15/08/2022;0,1;15/09/2022;0
2553;Calça;Seção Masculina;26,55;74;1964,7;Boleto - à prazo;16/08/2022;0,15;06/10/2022;1
2554;Calça;Seção Feminina;26,55;37;982,35;Boleto - à prazo;18/08/2022;0,1;04/09/2022;1
2555;Calça;Seção Feminina;21,34;42;896,28;Boleto - à prazo;18/08/2022;0,1;25/09/2022;0
2556;Vestido;Seção Feminina;38,93;91;3542,63;À vista - boleto;18/08/2022;0,15;12/09/2022;0
2557;Casaco;Seção Feminina;44,21;2;88,42;À vista - boleto;20/08/2022;0,15;08/10/2022;0
2558;Sapato;Seção Feminina;26,55;7;185,85;Boleto - à prazo;20/08/2022;0,15;31/08/2022;1
2559;Calça;Seção Masculina;21,2;12;254,4;Dinheiro - À vista;20/08/2022;0,1;20/08/2022;1
2560;Vestido;Seção Feminina;38,93;68;2647,24;À vista - boleto;20/08/2022;0,1;22/08/2022;1
2561;Sapato;Seção Feminina;21,2;97;2056,4;Dinheiro - À vista;20/08/2022;0,05;20/08/2022;0
2562;Vestido;Seção Feminina;26,1;81;2114,1;Dinheiro - À vista;20/08/2022;0,1;20/08/2022;1
2563;Tênis;Seção Masculina;26,55;60;1593;À prazo - Cartão;21/08/2022;0,15;10/09/2022;1
2564;Casaco;Seção Feminina;26,55;2;53,1;À vista - cartão;21/08/2022;0,1;09/10/2022;0
2565;Vestido;Seção Masculina;26,1;82;2140,2;À vista - boleto;21/08/2022;0,15;10/10/2022;1
2566;Sapato;Seção Masculina;21;46;966;À vista - boleto;21/08/2022;0,1;18/09/2022;1
2567;Calça;Seção Masculina;21,34;82;1749,88;Dinheiro - À vista;22/08/2022;0,1;22/08/2022;1
2568;Casaco;Seção Feminina;35,18;14;492,52;À prazo - Cartão;23/08/2022;0,15;05/10/2022;0
2569;Tênis;Seção Masculina;38,93;14;545,02;À prazo - Cartão;23/08/2022;0,15;21/09/2022;1
2570;Tênis;Seção Feminina;21;52;1092;Boleto - à prazo;23/08/2022;0,15;24/09/2022;1
2571;Calça;Seção Feminina;26,55;18;477,9;Boleto - à prazo;24/08/2022;0,1;29/08/2022;0
2572;Casaco;Seção Masculina;26,55;90;2389,5;Boleto - à prazo;24/08/2022;0,1;23/10/2022;0
2573;Sapato;Seção Feminina;21,2;50;1060;À vista - boleto;24/08/2022;0,1;21/10/2022;1
2574;Sapato;Seção Masculina;21,2;28;593,6;Boleto - à prazo;25/08/2022;0,1;20/09/2022;0
2575;Calça;Seção Masculina;21,2;53;1123,6;À prazo - Cartão;25/08/2022;0,1;07/09/2022;1
2576;Casaco;Seção Masculina;26,55;52;1380,6;À vista - boleto;25/08/2022;0,05;22/09/2022;0
2577;Sapato;Seção Masculina;38,93;49;1907,57;Boleto - à prazo;26/08/2022;0,1;11/10/2022;0
2578;Vestido;Seção Masculina;26,55;3;79,65;Boleto - à prazo;26/08/2022;0,1;07/09/2022;1
2579;Vestido;Seção Masculina;21,2;60;1272;Boleto - à prazo;27/08/2022;0,1;22/09/2022;1
2580;Sapato;Seção Masculina;26,55;99;2628,45;Boleto - à prazo;27/08/2022;0,15;17/09/2022;0
2581;Casaco;Seção Feminina;21,34;88;1877,92;À vista - boleto;27/08/2022;0,1;25/09/2022;0
2582;Sapato;Seção Feminina;35,18;72;2532,96;Boleto - à prazo;27/08/2022;0,1;07/10/2022;0
2583;Casaco;Seção Masculina;21,2;42;890,4;À prazo - Cartão;28/08/2022;0,1;29/09/2022;0
2584;Sapato;Seção Feminina;38,93;28;1090,04;Boleto - à prazo;28/08/2022;0,05;24/09/2022;1
2585;Tênis;Seção Masculina;44,21;41;1812,61;À vista - cartão;29/08/2022;0,15;05/09/2022;1
2586;Calça;Seção Masculina;26,55;5;132,75;À vista - boleto;30/08/2022;0,15;04/09/2022;0
2587;Sapato;Seção Masculina;44,21;68;3006,28;Boleto - à prazo;31/08/2022;0,1;12/09/2022;0
2588;Vestido;Seção Masculina;38,93;28;1090,04;Boleto - à prazo;31/08/2022;0,1;03/10/2022;1
2589;Vestido;Seção Masculina;44,21;16;707,36;Boleto - à prazo;31/08/2022;0,1;22/10/2022;1
2590;Calça;Seção Feminina;21,2;91;1929,2;À prazo - Cartão;01/09/2022;0,15;25/09/2022;0
2591;Vestido;Seção Masculina;26,55;100;2655;Boleto - à prazo;01/09/2022;0,05;20/09/2022;1
2592;Calça;Seção Masculina;21,34;92;1963,28;À prazo - Cartão;01/09/2022;0,1;25/09/2022;0
2593;Vestido;Seção Masculina;26,55;2;53,1;À vista - cartão;02/09/2022;0,15;10/10/2022;0
2594;Vestido;Seção Feminina;38,93;52;2024,36;À prazo - Cartão;02/09/2022;0,15;22/10/2022;1
2595;Casaco;Seção Masculina;26,55;10;265,5;Boleto - à prazo;03/09/2022;0,15;25/10/2022;1
